S.No.,Rule,Support,Lift,Confidence
1469,DELUXE VEGETBLE BLND 8/5#  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1470,ROMA TOMATOES  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1471,SCOOP AWAY 42LB LITTER BG  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1472,BTB ORG CHICKEN BASE 16OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1473,GOURMET MEDLEY POTATOES  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1474,NP ORG FLAX GRNOLA 35.3Z  , KS 2PLY BATH TIS 30/425SH,0.058,8.5,1
1475,BROCCOLI FLORETS 8/3.5#  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1476,MINI BABYBEL CHEESE  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1477,COFFEEMATE F.VAN. 1/64 OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1478,FRIGO STRING CHEESE 60/1Z  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1479,7-CHZ RAINBOW TORTELLINI  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1480,KS PLC WRAP 2/750'11 7/8  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1481,ORGANIC SPRING MIX  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1482,KALAMATA OLIVES 52.9OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1483,HALF & HALF UP HG  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1484,KS 2PLY BATH TIS 30/425SH  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1485,ENGLISH CUCUMBERS  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1486,ORGANIC GREEN BEANS 8/5#  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1487,KS PECORINO ROMANO 1.7#RW  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1488,FROSTED MINI-WHEATS 70 OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1489,SUGAR SNAP PEA  , KS 2PLY BATH TIS 30/425SH,0.058,8.5,1
1490,WHOLE GRAIN WHITE 2/32 OZ  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1491,GAROFALO PASTA VTY 6/1.1#  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1492,ROMAINE HEARTS  6 CT BAG  , KS 2PLY BATH TIS 30/425SH,0.058,17,1
1493,BANANAS  , KS SUPREME DIAPERS SZ 5,0.058,5.666,1
1494,KS WHOLE MILK 2/1 GALLON  , KS SUPREME DIAPERS SZ 5,0.058,17,1
1495,STRAWBERRIES  , KS SUPREME DIAPERS SZ 5,0.058,17,1
1496,KS SUPREME DIAPERS SZ 5  , KS SUPREME DIAPERS SZ 5,0.058,17,1
1497,KS EVRONRESP LIQLDY 120LD  , KS SUPREME DIAPERS SZ 5,0.058,17,1
1498,ORGANIC SPRING MIX  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1499,ORGANIC BABY PEAS 8/5#  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1500,ORGANIC GREEN BEANS 8/5#  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1501,RED SKIN MASHED POTATOES  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1502,ONE A DAY WOMEN'S VITAMIN  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1503,KS MOIST FLUSHABLE WIPES  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1504,SCOOP AWAY 42LB LITTER BG  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1505,BROCCOLI FLORETS 8/3.5#  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1506,HALF & HALF UP HG  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1507,FROSTED MINI-WHEATS 70 OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1508,COFFEEMATE F.VAN. 1/64 OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1509,GAROFALO PASTA VTY 6/1.1#  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1510,ROMA TOMATOES  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1511,7-CHZ RAINBOW TORTELLINI  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1512,KS PLC WRAP 2/750'11 7/8  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1513,WHOLE GRAIN WHITE 2/32 OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1514,NP ORG FLAX GRNOLA 35.3Z  , GAROFALO PASTA VTY 6/1.1#,0.058,8.5,1
1515,ENGLISH CUCUMBERS  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1516,MINI BABYBEL CHEESE  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1517,KALAMATA OLIVES 52.9OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1518,KS PECORINO ROMANO 1.7#RW  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1519,GAROFALO SPAG 8/17.6OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1520,SUGAR SNAP PEA  , GAROFALO PASTA VTY 6/1.1#,0.058,8.5,1
1521,GOURMET MEDLEY POTATOES  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1522,KS 2PLY BATH TIS 30/425SH  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1523,RICE KRISPIE TRT 54/.78 Z  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1524,ROMAINE HEARTS  6 CT BAG  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1525,FRIGO STRING CHEESE 60/1Z  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1526,BTB ORG CHICKEN BASE 16OZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1527,BAGELS 12 COUNT  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1528,GLADE SCENTED OIL HWN BRZ  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1529,DELUXE VEGETBLE BLND 8/5#  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1530,FRESH CELERY STALKS  , GAROFALO PASTA VTY 6/1.1#,0.058,17,1
1531,GOURMET MEDLEY POTATOES  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1532,BROCCOLI FLORETS 8/3.5#  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1533,GLADE SCENTED OIL HWN BRZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1534,ORGANIC SPRING MIX  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1535,GAROFALO SPAG 8/17.6OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1536,ORGANIC BABY PEAS 8/5#  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1537,KS PLC WRAP 2/750'11 7/8  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1538,KS MOIST FLUSHABLE WIPES  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1539,SCOOP AWAY 42LB LITTER BG  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1540,7-CHZ RAINBOW TORTELLINI  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1541,GAROFALO PASTA VTY 6/1.1#  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1542,BTB ORG CHICKEN BASE 16OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1543,KS 2PLY BATH TIS 30/425SH  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1544,KALAMATA OLIVES 52.9OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1545,ENGLISH CUCUMBERS  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1546,BAGELS 12 COUNT  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1547,DELUXE VEGETBLE BLND 8/5#  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1548,RED SKIN MASHED POTATOES  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1549,ONE A DAY WOMEN'S VITAMIN  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1550,NP ORG FLAX GRNOLA 35.3Z  , GAROFALO SPAG 8/17.6OZ,0.058,8.5,1
1551,COFFEEMATE F.VAN. 1/64 OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1552,RICE KRISPIE TRT 54/.78 Z  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1553,ROMAINE HEARTS  6 CT BAG  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1554,WHOLE GRAIN WHITE 2/32 OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1555,KS PECORINO ROMANO 1.7#RW  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1556,SUGAR SNAP PEA  , GAROFALO SPAG 8/17.6OZ,0.058,8.5,1
1557,FROSTED MINI-WHEATS 70 OZ  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1558,ROMA TOMATOES  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1559,FRIGO STRING CHEESE 60/1Z  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1560,ORGANIC GREEN BEANS 8/5#  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1561,FRESH CELERY STALKS  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1562,HALF & HALF UP HG  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1563,MINI BABYBEL CHEESE  , GAROFALO SPAG 8/17.6OZ,0.058,17,1
1564,ROMA TOMATOES  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1565,DELUXE VEGETBLE BLND 8/5#  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1566,ORGANIC BABY PEAS 8/5#  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1567,FROSTED MINI-WHEATS 70 OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1568,BAGELS 12 COUNT  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1569,SCOOP AWAY 42LB LITTER BG  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1570,HALF & HALF UP HG  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1571,BROCCOLI FLORETS 8/3.5#  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1572,NP ORG FLAX GRNOLA 35.3Z  , 7-CHZ RAINBOW TORTELLINI,0.058,8.5,1
1573,GOURMET MEDLEY POTATOES  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1574,ORGANIC GREEN BEANS 8/5#  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1575,FRIGO STRING CHEESE 60/1Z  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1576,WHOLE GRAIN WHITE 2/32 OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1577,KALAMATA OLIVES 52.9OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1578,ROMAINE HEARTS  6 CT BAG  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1579,SUGAR SNAP PEA  , 7-CHZ RAINBOW TORTELLINI,0.058,8.5,1
1580,GAROFALO SPAG 8/17.6OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1581,GAROFALO PASTA VTY 6/1.1#  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1582,ENGLISH CUCUMBERS  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1583,MINI BABYBEL CHEESE  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1584,RICE KRISPIE TRT 54/.78 Z  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1585,ORGANIC SPRING MIX  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1586,KS 2PLY BATH TIS 30/425SH  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1587,7-CHZ RAINBOW TORTELLINI  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1588,KS PECORINO ROMANO 1.7#RW  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1589,COFFEEMATE F.VAN. 1/64 OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1590,FRESH CELERY STALKS  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1591,ONE A DAY WOMEN'S VITAMIN  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1592,BTB ORG CHICKEN BASE 16OZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1593,GLADE SCENTED OIL HWN BRZ  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1594,RED SKIN MASHED POTATOES  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1595,KS MOIST FLUSHABLE WIPES  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1596,KS PLC WRAP 2/750'11 7/8  , 7-CHZ RAINBOW TORTELLINI,0.058,17,1
1597,SALAD MIX  , SALONPAS PAIN RELIEVING,0.058,17,1
1598,BODEGA NORTON MALBEC RSV  , SALONPAS PAIN RELIEVING,0.058,17,1
1599,CLOS DU BOIS CHARDONNAY  , SALONPAS PAIN RELIEVING,0.058,17,1
1600,CEDAR GRILLING PLANKS 6PK  , SALONPAS PAIN RELIEVING,0.058,17,1
1601,WILD PACIFIC COLD WATER  , SALONPAS PAIN RELIEVING,0.058,17,1
1602,KS CHARDONNAY 1.5L  , SALONPAS PAIN RELIEVING,0.058,17,1
1603,KS BUTTER QTRS  6-4/1#  , SALONPAS PAIN RELIEVING,0.058,17,1
1604,SALONPAS PAIN RELIEVING  , SALONPAS PAIN RELIEVING,0.058,17,1
1605,LA CARRAIA UMBRIA  , SALONPAS PAIN RELIEVING,0.058,17,1
1606,WHOLE ARTICHOKES 6/2-32OZ  , SALONPAS PAIN RELIEVING,0.058,17,1
1607,NP ORG FLAX GRNOLA 35.3Z  , SALONPAS PAIN RELIEVING,0.058,8.5,1
1608,BENMARCO MALBEC  , SALONPAS PAIN RELIEVING,0.058,17,1
1609,KASIA'S PIEROGI 8/3-14 OZ  , SALONPAS PAIN RELIEVING,0.058,17,1
1610,ORGANIC BABY SPINACH  , SALONPAS PAIN RELIEVING,0.058,17,1
1611,CHICKEN POT PIES 8CT/10OZ  , SALONPAS PAIN RELIEVING,0.058,17,1
1612,CRIMINI MUSHROOMS  , SALONPAS PAIN RELIEVING,0.058,17,1
1613,KJ GRAND RSV CHARDONNAY  , SALONPAS PAIN RELIEVING,0.058,17,1
1614,KS HEALTHY WEIGHT CAT 20#  , SALONPAS PAIN RELIEVING,0.058,17,1
1615,SOUVERAIN CHARDONNAY  , SALONPAS PAIN RELIEVING,0.058,17,1
1616,KS MALBEC  , SALONPAS PAIN RELIEVING,0.058,17,1
1617,FOUR BEAN SALAD 2/35.5 OZ  , SALONPAS PAIN RELIEVING,0.058,17,1
1618,RASPBERRIES 12OZ CLMSHEL  , SALONPAS PAIN RELIEVING,0.058,17,1
1619,SUGAR SNAP PEA  , SALONPAS PAIN RELIEVING,0.058,8.5,1
1620,CHKN POTSTICKERS 9/4.2#  , SALONPAS PAIN RELIEVING,0.058,17,1
1621,KS 2% LOWFAT MILK 2/1 GAL  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1622,CNTRY TIME LEMONADE 67.3Z  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1623,KS WHEAT BREAD  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1624,KS ORANGE JUICE 1 GALLON  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1625,GOURMET CHOCOLATE CHUNK  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1626,BUTTER POUND CAKE  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1627,KS VITARAIN ZERO 24/20 OZ  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1628,CHICKEN ALFREDO  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1629,BANANAS  , CNTRY TIME LEMONADE 67.3Z,0.058,5.666,1
1630,KS CUTS IN GRAVY 24/13.2  , CNTRY TIME LEMONADE 67.3Z,0.058,17,1
1631,KS BABY WIPES 900CT  , KS 42 ROUND PET BED,0.058,17,1
1632,KS ORGANIC NO-SALT 14.5OZ  , KS 42 ROUND PET BED,0.058,17,1
1633,KS 42 ROUND PET BED  , KS 42 ROUND PET BED,0.058,17,1
1634,ORGANICVILLE SESAME 35 OZ  , KS 42 ROUND PET BED,0.058,17,1
1635,ENGLISH CUCUMBERS  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1636,KS MOIST FLUSHABLE WIPES  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1637,HALF & HALF UP HG  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1638,FRESH CELERY STALKS  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1639,KALAMATA OLIVES 52.9OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1640,NP ORG FLAX GRNOLA 35.3Z  , GLADE SCENTED OIL HWN BRZ,0.058,8.5,1
1641,BROCCOLI FLORETS 8/3.5#  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1642,MINI BABYBEL CHEESE  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1643,ROMA TOMATOES  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1644,ORGANIC GREEN BEANS 8/5#  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1645,ORGANIC BABY PEAS 8/5#  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1646,BAGELS 12 COUNT  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1647,GLADE SCENTED OIL HWN BRZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1648,RICE KRISPIE TRT 54/.78 Z  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1649,ORGANIC SPRING MIX  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1650,KS 2PLY BATH TIS 30/425SH  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1651,GAROFALO SPAG 8/17.6OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1652,COFFEEMATE F.VAN. 1/64 OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1653,GAROFALO PASTA VTY 6/1.1#  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1654,FRIGO STRING CHEESE 60/1Z  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1655,ROMAINE HEARTS  6 CT BAG  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1656,WHOLE GRAIN WHITE 2/32 OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1657,SUGAR SNAP PEA  , GLADE SCENTED OIL HWN BRZ,0.058,8.5,1
1658,ONE A DAY WOMEN'S VITAMIN  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1659,KS PLC WRAP 2/750'11 7/8  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1660,KS PECORINO ROMANO 1.7#RW  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1661,RED SKIN MASHED POTATOES  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1662,FROSTED MINI-WHEATS 70 OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1663,GOURMET MEDLEY POTATOES  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1664,7-CHZ RAINBOW TORTELLINI  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1665,BTB ORG CHICKEN BASE 16OZ  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1666,SCOOP AWAY 42LB LITTER BG  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1667,DELUXE VEGETBLE BLND 8/5#  , GLADE SCENTED OIL HWN BRZ,0.058,17,1
1668,KS BUTTER QTRS  6-4/1#  , KS MALBEC,0.058,17,1
1669,KS CHARDONNAY 1.5L  , KS MALBEC,0.058,17,1
1670,KS MALBEC  , KS MALBEC,0.058,17,1
1671,CHICKEN POT PIES 8CT/10OZ  , KS MALBEC,0.058,17,1
1672,LA CARRAIA UMBRIA  , KS MALBEC,0.058,17,1
1673,BODEGA NORTON MALBEC RSV  , KS MALBEC,0.058,17,1
1674,BENMARCO MALBEC  , KS MALBEC,0.058,17,1
1675,CHKN POTSTICKERS 9/4.2#  , KS MALBEC,0.058,17,1
1676,CLOS DU BOIS CHARDONNAY  , KS MALBEC,0.058,17,1
1677,SOUVERAIN CHARDONNAY  , KS MALBEC,0.058,17,1
1678,KJ GRAND RSV CHARDONNAY  , KS MALBEC,0.058,17,1
1679,KASIA'S PIEROGI 8/3-14 OZ  , KS MALBEC,0.058,17,1
1680,KS HEALTHY WEIGHT CAT 20#  , KS MALBEC,0.058,17,1
1681,WILD PACIFIC COLD WATER  , KS MALBEC,0.058,17,1
1682,CEDAR GRILLING PLANKS 6PK  , KS MALBEC,0.058,17,1
1683,SALAD MIX  , KS MALBEC,0.058,17,1
1684,NP ORG FLAX GRNOLA 35.3Z  , KS MALBEC,0.058,8.5,1
1685,SUGAR SNAP PEA  , KS MALBEC,0.058,8.5,1
1686,RASPBERRIES 12OZ CLMSHEL  , KS MALBEC,0.058,17,1
1687,CRIMINI MUSHROOMS  , KS MALBEC,0.058,17,1
1688,ORGANIC BABY SPINACH  , KS MALBEC,0.058,17,1
1689,WHOLE ARTICHOKES 6/2-32OZ  , KS MALBEC,0.058,17,1
1690,SALONPAS PAIN RELIEVING  , KS MALBEC,0.058,17,1
1691,FOUR BEAN SALAD 2/35.5 OZ  , KS MALBEC,0.058,17,1
1692,REGULAR UNLEADED GASOLINE  , REGULAR UNLEADED GASOLINE,0.176,5.666,1
1693,PREMIUM UNLEADED GASOLINE  , PREMIUM UNLEADED GASOLINE,0.176,5.666,1
1694,TIDE ORG 2X LIQ 110LD  , X-LARGE EGGS 2/18 CT,0.058,17,1
1695,CASCADE ACTION PACS 90 CT  , X-LARGE EGGS 2/18 CT,0.058,17,1
1696,X-LARGE EGGS 2/18 CT  , X-LARGE EGGS 2/18 CT,0.058,17,1
1697,BOUNCE RENEW 250 CT  , X-LARGE EGGS 2/18 CT,0.058,17,1
1698,FRIGO STRING CHEESE 60/1Z  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1699,KS MOIST FLUSHABLE WIPES  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1700,MINI BABYBEL CHEESE  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1701,RED SKIN MASHED POTATOES  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1702,WHOLE GRAIN WHITE 2/32 OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1703,BROCCOLI FLORETS 8/3.5#  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1704,ROMAINE HEARTS  6 CT BAG  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1705,HALF & HALF UP HG  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1706,COFFEEMATE F.VAN. 1/64 OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1707,GAROFALO SPAG 8/17.6OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1708,KS PLC WRAP 2/750'11 7/8  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1709,ENGLISH CUCUMBERS  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1710,ONE A DAY WOMEN'S VITAMIN  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1711,FROSTED MINI-WHEATS 70 OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1712,GAROFALO PASTA VTY 6/1.1#  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1713,KALAMATA OLIVES 52.9OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1714,SUGAR SNAP PEA  , FRIGO STRING CHEESE 60/1Z,0.058,8.5,1
1715,RICE KRISPIE TRT 54/.78 Z  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1716,BAGELS 12 COUNT  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1717,ORGANIC GREEN BEANS 8/5#  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1718,KS 2PLY BATH TIS 30/425SH  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1719,ORGANIC SPRING MIX  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1720,SCOOP AWAY 42LB LITTER BG  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1721,KS PECORINO ROMANO 1.7#RW  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1722,GOURMET MEDLEY POTATOES  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1723,FRESH CELERY STALKS  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1724,BTB ORG CHICKEN BASE 16OZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1725,7-CHZ RAINBOW TORTELLINI  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1726,GLADE SCENTED OIL HWN BRZ  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1727,NP ORG FLAX GRNOLA 35.3Z  , FRIGO STRING CHEESE 60/1Z,0.058,8.5,1
1728,ORGANIC BABY PEAS 8/5#  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1729,DELUXE VEGETBLE BLND 8/5#  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1730,ROMA TOMATOES  , FRIGO STRING CHEESE 60/1Z,0.058,17,1
1731,CRIMINI MUSHROOMS  , KS CHARDONNAY 1.5L,0.058,17,1
1732,KASIA'S PIEROGI 8/3-14 OZ  , KS CHARDONNAY 1.5L,0.058,17,1
1733,KS CHARDONNAY 1.5L  , KS CHARDONNAY 1.5L,0.058,17,1
1734,ORGANIC BABY SPINACH  , KS CHARDONNAY 1.5L,0.058,17,1
1735,FOUR BEAN SALAD 2/35.5 OZ  , KS CHARDONNAY 1.5L,0.058,17,1
1736,SOUVERAIN CHARDONNAY  , KS CHARDONNAY 1.5L,0.058,17,1
1737,BENMARCO MALBEC  , KS CHARDONNAY 1.5L,0.058,17,1
1738,NP ORG FLAX GRNOLA 35.3Z  , KS CHARDONNAY 1.5L,0.058,8.5,1
1739,CEDAR GRILLING PLANKS 6PK  , KS CHARDONNAY 1.5L,0.058,17,1
1740,LA CARRAIA UMBRIA  , KS CHARDONNAY 1.5L,0.058,17,1
1741,RASPBERRIES 12OZ CLMSHEL  , KS CHARDONNAY 1.5L,0.058,17,1
1742,KJ GRAND RSV CHARDONNAY  , KS CHARDONNAY 1.5L,0.058,17,1
1743,KS MALBEC  , KS CHARDONNAY 1.5L,0.058,17,1
1744,CLOS DU BOIS CHARDONNAY  , KS CHARDONNAY 1.5L,0.058,17,1
1745,BODEGA NORTON MALBEC RSV  , KS CHARDONNAY 1.5L,0.058,17,1
1746,WILD PACIFIC COLD WATER  , KS CHARDONNAY 1.5L,0.058,17,1
1747,CHICKEN POT PIES 8CT/10OZ  , KS CHARDONNAY 1.5L,0.058,17,1
1748,KS HEALTHY WEIGHT CAT 20#  , KS CHARDONNAY 1.5L,0.058,17,1
1749,CHKN POTSTICKERS 9/4.2#  , KS CHARDONNAY 1.5L,0.058,17,1
1750,WHOLE ARTICHOKES 6/2-32OZ  , KS CHARDONNAY 1.5L,0.058,17,1
1751,SALONPAS PAIN RELIEVING  , KS CHARDONNAY 1.5L,0.058,17,1
1752,SALAD MIX  , KS CHARDONNAY 1.5L,0.058,17,1
1753,SUGAR SNAP PEA  , KS CHARDONNAY 1.5L,0.058,8.5,1
1754,KS BUTTER QTRS  6-4/1#  , KS CHARDONNAY 1.5L,0.058,17,1
